time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-1.58833445632e-07,-8.38911120915e-08,10.0012998196,6.2829820107,0.000179371606063,0.0,-1.42387021807e-05,-1.13314562992e-05,0.0433262115934,-0.0112129955097,0.00838327461797,0.0,418.51934645317255,419.2481822685428,418.67004074639425,417.6935476511973
0.12000000000000001,-7.6693316288e-06,-8.08660707649e-06,10.0087923343,6.28238537495,0.00108669882779,0.0,-0.00031751477606,-0.000325973386823,0.2064080501,-0.00751946861285,0.0260101880033,0.0,455.46083702153527,456.8680776856865,456.6551681627679,456.9497728628956
0.18,-5.21365634739e-05,-4.37972801832e-05,10.0220527091,6.28217602946,0.00245935050874,0.0,-0.0012997552009,-0.000893669046666,0.235598341248,0.00355080024426,0.0157327758398,0.0,414.9463440507161,414.0433789545269,412.77049488998347,413.7461794497514
0.23999999999999996,-0.000185580458564,-0.000117815966308,10.0394783783,6.28223956904,0.00366702130477,0.0,-0.00326082121,-0.00155873544849,0.345229561554,-0.00445978549289,0.0277198901259,0.0,439.6153523484735,440.60730522395596,440.260353478788,439.5971608436774
0.3,-0.000466641867098,-0.000232348027253,10.0635793841,6.28187586873,0.0064429474593,0.0,-0.00635321036216,-0.00229154200591,0.45809704959,-0.0094751876417,0.0690879073011,0.0,439.26288888165533,442.6806400066204,441.4516031743298,441.0377257135239
0.36000000000000004,-0.00102087810377,-0.000403782844249,10.0974002652,6.28130810272,0.0106304234304,0.0,-0.0126141760341,-0.00349010271195,0.669161583933,-0.0094379363966,0.0711614283557,0.0,471.47133114010643,471.6348838205451,470.6078380443764,470.6108491652099
0.4200000000000001,-0.00199272613005,-0.000649132233503,10.138671968,6.28169409479,0.0153584908675,0.0,-0.0202007045929,-0.00468622007921,0.706534035023,0.0270695774422,0.0908441622242,0.0,417.070413408713,418.790976019226,414.5562019081788,417.7513199260101
0.48000000000000015,-0.00352201876946,-0.000953411301326,10.1827717999,5.00557220935e-05,0.0210600674381,0.0,-0.0313093818849,-0.00530487702442,0.763414509595,0.0227706430864,0.102292531108,0.0,423.06155903728364,424.054110720381,423.7386972383738,423.3691873998039
0.5400000000000001,-0.0058523042213,-0.00126510138358,10.231255296,0.00180744042946,0.0267032695588,0.0,-0.0469670239437,-0.0049255554911,0.852624983842,0.0398851913209,0.0675095850013,0.0,434.9430117284806,432.0277408449488,434.06004821759126,435.49402484245815
0.6000000000000002,-0.00938763962526,-0.00150184568118,10.2908602705,0.00424296656995,0.0302342348682,0.0,-0.0713750673134,-0.00265538085212,1.13395591805,0.0419693621091,0.0294987888255,0.0,493.899456641613,491.09020613810213,491.29880767762756,491.4539765807393
0.6600000000000003,-0.0143137425085,-0.00156213395068,10.3622889893,0.00650092387179,0.0316075632484,0.0,-0.092993798091,0.000895249235561,1.2468774403,0.0271252721947,0.00443587023187,0.0,443.6315500731607,441.5691067762894,442.78326393411726,441.5611856491803
0.7200000000000003,-0.0205538125382,-0.0013658339457,10.4402968582,0.00870169027533,0.0315746556333,0.0,-0.115019781199,0.0058492039679,1.35326186198,0.0510244849232,-0.0130723526311,0.0,440.8347573083486,439.38581698922036,440.0959408867308,442.0700371422418
0.7800000000000004,-0.0282694092527,-0.000774669646745,10.5297318795,0.0112996839234,0.0307071153007,0.0,-0.14205103384,0.014225138017,1.62755471115,0.0196567234646,-0.0173873879592,0.0,490.6131661847471,490.29284235651784,492.6889111074033,490.3652590056556
0.8400000000000004,-0.0374523294429,0.000327660585987,10.6313342074,0.0123930857613,0.0295296525917,0.0,-0.163923194675,0.0226383814911,1.75899746133,0.0151906331027,-0.0245221741074,0.0,449.2830471840532,448.704283060714,450.1351674896497,449.773571358991
0.9000000000000005,-0.0479307706941,0.001961185469,10.7411237474,0.0133145546129,0.0289207121607,0.0,-0.185250201756,0.0319087325981,1.90042991123,0.0156900833207,0.00914891840826,0.0,452.0039732986856,454.70924985460294,452.55884203330334,452.5989335519279
0.9600000000000005,-0.0596117409158,0.00413810973044,10.8569455634,0.0138954314031,0.0298644444267,0.0,-0.204187414536,0.0407309870646,1.96019187497,-0.00640473659838,0.026406434732,0.0,426.7106088667483,428.1811341586712,428.7831730555532,426.9020397642478
1.0200000000000005,-0.072416580809,0.00683517895076,10.9752203756,0.0133491614789,0.0311186977902,0.0,-0.222771634294,0.0491291417721,1.98225872284,-0.0151399143715,0.00664750050463,0.0,416.4812439752493,414.74958192234214,415.63133675996124,414.86520912855997
1.0800000000000005,-0.0865029013943,0.0100869268054,11.0995392603,0.0126972231782,0.0312275311125,0.0,-0.24679505146,0.0591706704493,2.16138086319,-0.00345494358693,-0.0102270378696,0.0,466.1531075847899,464.8326676651205,464.4329060429025,465.34855343620274
1.1400000000000006,-0.101844941136,0.0138539212629,11.2286892903,0.0124941561876,0.0303287708974,0.0,-0.264546735666,0.0663787859675,2.14365486062,-0.00324382583582,-0.0267616090633,0.0,403.3738447332277,401.878003432969,402.8152259112163,402.8343815815062
1.2000000000000006,-0.118525548257,0.0181707951896,11.3664844711,0.0120166723159,0.0283752857679,0.0,-0.291226554351,0.0774679313602,2.44892090673,-0.0196222397088,-0.0478565216312,0.0,502.6989311711133,501.1677485507466,502.8663044172493,501.67865631588217
